"annotation_id","annotator","created_at","id","komentar","label","lead_time","sentiment","updated_at"
535,"1","2025-05-17T14:17:55.190553Z",2324,"lah emang begitu teorinya.. kalau gak dijalanin artinya apa😂presiden nya yg gak mau😂😂😂","",8.947,"tidak sarkastik","2025-05-17T14:17:55.190553Z"
536,"1","2025-05-17T14:18:22.335885Z",2325,"Banyakin wawasan brooo 😋😋😋 jangan kosong","",26.219,"sarkastik","2025-05-17T14:18:22.335885Z"
537,"1","2025-05-17T14:18:28.069797Z",2326,"taada gunanya lembaga di negri ini kalau masyarakat byk yg blm makmur hidupnya","",4.951,"tidak sarkastik","2025-05-17T14:18:28.069797Z"
538,"1","2025-05-17T14:18:47.196637Z",2327,"yaampun , Indonesia luas , Beliau jg berusaha yg terbaik buat negri ini. lagian , bansos dari pemerintah untuk yg kurang mampu , bnyak yg TDK tpat sasaran.Yg harusnya yg d salahkan. pemerintah stnpat","",18.24,"tidak sarkastik","2025-05-17T14:18:47.196637Z"
539,"1","2025-05-17T14:18:52.246937Z",2328,"🤣🤣🤣🤣🤣 husshh diam bang, ntar malu abangnya","",4.188,"sarkastik","2025-05-17T14:18:52.246937Z"
540,"1","2025-05-17T14:18:58.299412Z",2329,"mau lewat perpu sekalipun tetap harus ada persetujuan DPR bang,
tpi kali DPR gak setuju , perpu harus di cabut aturan yang seperti itu","",5.206,"tidak sarkastik","2025-05-17T14:18:58.299412Z"
541,"1","2025-05-17T14:19:17.645737Z",2330,"Betul, mau siapapun presidenya klo masyarakat msh belum kaya pasti salah mulu pemimpinya dan kebijakan2nya","",18.441,"tidak sarkastik","2025-05-17T14:19:17.645737Z"
542,"1","2025-05-17T14:19:37.143337Z",2331,"siapa bilang dibawah presiden ...aku jelaskan ya ma mk itu isinya orang2 presiden eh salah udah mantan nding...gitu aja ribut","",18.648,"sarkastik","2025-05-17T14:19:37.143337Z"
543,"1","2025-05-17T14:19:42.826030Z",2332,"Ya dasarnya gak punya pengetahuan kak😭","",4.837,"sarkastik","2025-05-17T14:19:42.826030Z"
544,"1","2025-05-17T14:19:48.042657Z",2333,"udah bener angkat beban aja bang. 🤣","",4.342,"sarkastik","2025-05-17T14:19:48.042657Z"
545,"1","2025-05-17T14:20:17.486991Z",2334,"kamu pikir kita negara komunis..semua urusan dibtangan presiden ??? belajar ..brlajarrr","",28.6,"tidak sarkastik","2025-05-17T14:20:17.486991Z"
546,"1","2025-05-17T14:20:23.889739Z",2335,"mulyono gak punya partai bang,, yg punya partai mak banteg","",5.559,"sarkastik","2025-05-17T14:20:23.889739Z"
547,"1","2025-05-17T14:20:32.602920Z",2336,"ada partai China","",7.839,"sarkastik","2025-05-17T14:20:32.602920Z"
548,"1","2025-05-17T14:21:10.533048Z",2337,"partai apa partai cina,, dasr sdm rendah🤣🤣","",37.188,"sarkastik","2025-05-17T14:21:10.533048Z"
549,"1","2025-05-17T14:21:39.594989Z",2338,"pura"" gatau ajalah pager laut","",28.299,"tidak sarkastik","2025-05-17T14:21:39.594989Z"
550,"1","2025-05-17T14:21:46.861873Z",2339,"Dan anknya yg jdi ketuanya, tpi itu bkn dinasti","",6.372,"sarkastik","2025-05-17T14:21:46.861873Z"
551,"1","2025-05-17T14:21:52.746041Z",2340,"🤣🤣🤣🤣ngakak denger nya,,","",4.949,"tidak sarkastik","2025-05-17T14:21:52.746041Z"
552,"1","2025-05-17T14:22:27.940252Z",2341,"gk ada yg larang,jngnkn ngakak nggujat aj bebas.lnjuut","",34.287,"tidak sarkastik","2025-05-17T14:22:27.940252Z"
553,"1","2025-05-17T14:22:35.331364Z",2342,"muliono gak ada partai anak dia kan ada partai","",6.326,"sarkastik","2025-05-17T14:22:35.331364Z"
554,"1","2025-05-17T14:22:51.256152Z",2343,"emang ada partai cina ?? elo aja tukang Ngadi ngadi","",15.149,"tidak sarkastik","2025-05-17T14:22:51.256152Z"
555,"1","2025-05-17T14:23:17.286268Z",2344,"yaAllah lu umur berapa sih gatau kaya sarkas/sebutan doang. orang"" dibelakangnya orang china mksdnya","",25.289,"tidak sarkastik","2025-05-17T14:23:17.286268Z"
556,"1","2025-05-17T14:23:50.679525Z",2345,"coment di atas juga gak nanya,Mulyono punya partai apa gak...
dia bilang dari partai mana...
dulu di sekolah belajar bahasa Indonesia kan...
ngatain orang sdm rendah...
padahal lu SDM low quality","",32.65,"tidak sarkastik","2025-05-17T14:23:50.679525Z"
557,"1","2025-05-17T14:24:03.079799Z",2346,"de pe er banyak di koalisi kimplus","",11.726,"tidak sarkastik","2025-05-17T14:24:03.079799Z"
558,"1","2025-05-17T14:24:08.025339Z",2347,"partai mana coba jelaskan","",4.205,"tidak sarkastik","2025-05-17T14:24:08.025339Z"
559,"1","2025-05-17T14:24:11.859965Z",2348,"dungu","",2.923,"tidak sarkastik","2025-05-17T14:24:11.859965Z"
560,"1","2025-05-17T14:24:17.011542Z",2349,"sejak kapan Mulyono punya partai?","",4.444,"sarkastik","2025-05-17T14:24:17.011542Z"
561,"1","2025-05-17T14:24:22.926562Z",2350,"partaI PDI terbanyak anggotanya","",4.984,"tidak sarkastik","2025-05-17T14:24:22.926562Z"
562,"1","2025-05-17T14:24:26.989281Z",2351,"tauuu betul kak","",3.109,"tidak sarkastik","2025-05-17T14:24:26.989281Z"
563,"1","2025-05-17T14:24:33.755570Z",2352,"mic matiin ah kl ngomong perampasan aset..","",6.051,"sarkastik","2025-05-17T14:24:33.755570Z"
564,"1","2025-05-17T14:24:41.791768Z",2353,"DPR (dewan perwakilan rakyat) rakyat yg mana ya kira2 🤣","",7.159,"sarkastik","2025-05-17T14:24:41.791768Z"
565,"1","2025-05-17T14:24:52.823710Z",2354,"Mulyono sudah di keluarkan dari banteng broo","",10.127,"tidak sarkastik","2025-05-17T14:24:52.823710Z"
566,"1","2025-05-17T14:25:01.227462Z",2355,"gabisa langsung dibuka semua bro keknya , pelan pelan satu satu , klo langsung semua siapa yg ngumisi dpr dong wkwme","",7.535,"tidak sarkastik","2025-05-17T14:25:01.227462Z"
567,"1","2025-05-17T14:25:08.319944Z",2356,"bukak aja bang, biar perpulau langsung merdeka, dan buat setiap provinsi itu seperti negara serikat, dari pada kita hidup ditanah sendiri dijajah oleh pribumi dan antek asing","",6.344,"tidak sarkastik","2025-05-17T14:25:08.319944Z"
568,"1","2025-05-17T14:25:16.039001Z",2357,"iya cok, indo kalo merdeka per suku, kaya eropa sekarang.","",6.853,"sarkastik","2025-05-17T14:25:16.039001Z"
569,"1","2025-05-17T14:25:22.787849Z",2358,"Dipikir semudah itu wkwk","",5.918,"tidak sarkastik","2025-05-17T14:25:22.787849Z"
570,"1","2025-05-17T14:26:56.143335Z",2359,"iya bang, eropa luas dan bahasanya se 🤏🏼 jadi bisa dibilang indo lebih kaya bahasa dan suku.","",92.594,"tidak sarkastik","2025-05-17T14:26:56.143335Z"
571,"1","2025-05-17T14:27:04.537635Z",2360,"betuuuul","",7.516,"tidak sarkastik","2025-05-17T14:27:04.537635Z"
572,"1","2025-05-17T14:27:09.090799Z",2361,"bner bngt nihh","",3.725,"tidak sarkastik","2025-05-17T14:27:09.090799Z"
573,"1","2025-05-17T14:27:15.806132Z",2362,"gua yakin kalau Indonesia per pulau merdeka bakal terjadi peperangan antar pulau itu buat merebut kekuasaan atau bisa aja negara-negara asing datang buat mengambil kekuasaan","",5.967,"tidak sarkastik","2025-05-17T14:27:15.806132Z"
574,"1","2025-05-17T14:27:25.756540Z",2363,"capek y denger berita isinya korup semua","",9.069,"tidak sarkastik","2025-05-17T14:27:25.756540Z"
575,"1","2025-05-17T14:27:45.735899Z",2364,"ngerti apa yang dimaksud dengan negara serikat kan bang?","",19.25,"tidak sarkastik","2025-05-17T14:27:45.735899Z"
576,"1","2025-05-17T14:27:55.147918Z",2365,"bang tahu gak, kenapa mimin terus terusan pake phonk ? 😭😭😭 kan aneh...","",8.582,"tidak sarkastik","2025-05-17T14:27:55.148966Z"
577,"1","2025-05-17T14:28:02.181531Z",2366,"yap, tapi ada kemungkinan kecil peperangan terjadi karena sengketa wilayah, sumber daya alam, dan juga perbedaan ideologi","",6.069,"tidak sarkastik","2025-05-17T14:28:02.181531Z"
578,"1","2025-05-17T14:28:06.449717Z",2367,"betul boss 😂😂😂","",3.394,"tidak sarkastik","2025-05-17T14:28:06.449717Z"
579,"1","2025-05-17T14:28:13.366712Z",2368,"apa kaya eropa🤣🤣🤣🤣 lihat IQ nya dulu, ntar kayak eropa kagak malah ah sudahlah","",5.932,"sarkastik","2025-05-17T14:28:13.366712Z"
580,"1","2025-05-17T14:28:19.681758Z",2369,"maksud saya, eropa kan kecil, beda bahasa juga, di indo satu negara beda bahasa dan suku, gitu loh","",5.459,"tidak sarkastik","2025-05-17T14:28:19.681758Z"
581,"1","2025-05-17T14:28:24.032825Z",2370,"Benerrrrr","",3.558,"tidak sarkastik","2025-05-17T14:28:24.032825Z"
582,"1","2025-05-17T14:28:33.159196Z",2371,"wkwkw dikira lu mimpin negara semudah itu liat noh timor leste apaa bisa maju ?","",8.212,"sarkastik","2025-05-17T14:28:33.159196Z"
583,"1","2025-05-17T14:31:10.346108Z",2372,"nah itu contoh, kya eropa","",156.355,"tidak sarkastik","2025-05-17T14:31:10.346108Z"
584,"1","2025-05-17T14:31:23.560066Z",2373,"setuju","",12.334,"tidak sarkastik","2025-05-17T14:31:23.560066Z"
585,"1","2025-05-17T14:31:35.324796Z",2374,"🤝","",11.078,"tidak sarkastik","2025-05-17T14:31:35.324796Z"
586,"1","2025-05-17T14:31:49.571335Z",2375,"dasar dangkal","",13.291,"sarkastik","2025-05-17T14:31:49.571335Z"
587,"1","2025-05-17T14:32:21.186161Z",2376,"apaan si ah cape😭","",30.755,"tidak sarkastik","2025-05-17T14:32:21.186161Z"
588,"1","2025-05-17T14:32:33.849322Z",2377,"bibir lu ga cape??","",11.862,"sarkastik","2025-05-17T14:32:33.849322Z"
589,"1","2025-05-17T14:33:07.565804Z",2378,"lu doang?ez njnr","",33.058,"sarkastik","2025-05-17T14:33:07.565804Z"
590,"1","2025-05-17T14:33:15.931807Z",2379,"bocah prik","",7.372,"sarkastik","2025-05-17T14:33:15.931807Z"
591,"1","2025-05-17T14:33:28.495994Z",2380,"mangkin kesni mngkin kesna🗿","",11.344,"sarkastik","2025-05-17T14:33:28.495994Z"
592,"1","2025-05-17T14:33:49.384801Z",2381,"seperti nya ada rahasia besar di jaman jokowi,","",20.118,"tidak sarkastik","2025-05-17T14:33:49.384801Z"
593,"1","2025-05-17T14:34:08.439032Z",2382,"ini hasil data yg dikantongi pak jokowi
sekarang tingal pak prabowo membasinya
semangat pak presiden
semoga sehat2 selalu","",18.116,"tidak sarkastik","2025-05-17T14:34:08.439032Z"
594,"1","2025-05-17T14:34:20.620735Z",2383,"terlalu banyak yg terlibat . makanya susah untuk bisa bertindak dg tegasss...","",11.266,"tidak sarkastik","2025-05-17T14:34:20.620735Z"
595,"1","2025-05-17T14:34:53.385292Z",2384,"jaman soeharto msh lebih baik dari presiden masa demokrasi","",31.957,"sarkastik","2025-05-17T14:34:53.385292Z"
596,"1","2025-05-17T14:35:09.449529Z",2385,"DPR lagi 😫 padahal penghasilan kalian ratusan juta loh perbulan.","",15.206,"sarkastik","2025-05-17T14:35:09.449529Z"
597,"1","2025-05-17T14:35:19.467138Z",2386,"negara inikan negara milik mereka...","",9.12,"sarkastik","2025-05-17T14:35:19.467138Z"
598,"1","2025-05-17T14:35:30.365574Z",2387,"pantesan uang nasabah sering ilang","",9.947,"sarkastik","2025-05-17T14:35:30.365574Z"
599,"1","2025-05-17T14:36:20.107983Z",2388,"kalo BI aja terlibat kita bisa apa 😳 apakah ini ada hubungannya dengan hilang nya saldo diakun akun member","",48.876,"sarkastik","2025-05-17T14:36:20.107983Z"
600,"1","2025-05-17T14:36:36.239342Z",2389,"Stop byr pajak,
Pakai smua barang subsidi","",15.22,"sarkastik","2025-05-17T14:36:36.239342Z"
601,"1","2025-05-17T14:36:47.067106Z",2390,"Pantesan pada pingin jd anggota dpr","",9.998,"sarkastik","2025-05-17T14:36:47.067106Z"
602,"1","2025-05-17T14:36:57.736455Z",2391,"bahkan yang mengatur keuangan saja melakukan wkwwk","",9.873,"sarkastik","2025-05-17T14:36:57.736455Z"
603,"1","2025-05-17T14:37:18.933831Z",2392,"seharusnya Indonesia jadi negara serikat seperti Amerika. jadi setiap wilayah punya hak tersendiri yg tidak bisa dikendalikan oleh pusat","",20.429,"tidak sarkastik","2025-05-17T14:37:18.933831Z"
604,"1","2025-05-17T14:37:40.982198Z",2393,"cetak2 sendiri
di embat2 sndiri","",21.168,"sarkastik","2025-05-17T14:37:40.982198Z"
605,"1","2025-05-17T14:37:54.561939Z",2394,"ni viralkan!!!
ini asli uang negara.darah keringat rakyat.","",12.924,"tidak sarkastik","2025-05-17T14:37:54.561939Z"
606,"1","2025-05-17T14:38:16.142933Z",2395,"Sebenarnya indonesia kaya😥😥 tapi...","",20.611,"sarkastik","2025-05-17T14:38:16.142933Z"
607,"1","2025-05-17T14:38:36.392458Z",2396,"stop bayar pajak","",19.356,"tidak sarkastik","2025-05-17T14:38:36.392458Z"
608,"1","2025-05-17T14:38:53.424324Z",2397,"ERA PRABOWO SUBIANTO MEMANG MENYALAAA..🔥🔥🔥🔥","",16.107,"sarkastik","2025-05-17T14:38:53.424324Z"
609,"1","2025-05-17T14:39:13.151516Z",2398,"banyak berita gini,tp nanti ujung2nya hilang dan ga tau gmn kelanjutannya","",18.849,"tidak sarkastik","2025-05-17T14:39:13.151516Z"
610,"1","2025-05-17T14:39:25.686852Z",2399,"menurut pendapat saya apa. yg terjadi di Indonesia terutama bidang hukum , korupsi sudah merata di semua bidang , dan pak Jokowi sudah tdk mampu lagi membendung Krn tdk ada dukungan dari semua fihak , mangkanya pak Jokowi konsen di pembangunan , dan sudah di renc nantinya yg beresin pak Prabowo , Krn pak Prabowolah yg punya karakter kuat unt selesaikan masalah ini. sukses pak Prabowo","",11.824,"tidak sarkastik","2025-05-17T14:39:25.686852Z"
611,"1","2025-05-17T14:39:53.184434Z",2400,"Pik2, banyak aparat tinggi terlibat, kalu penegak hukum berani.","",26.674,"tidak sarkastik","2025-05-17T14:39:53.184434Z"
612,"1","2025-05-17T14:40:09.832594Z",2401,"Pasti ini ga akan ada yg demo","",15.735,"sarkastik","2025-05-17T14:40:09.832594Z"
613,"1","2025-05-17T14:40:25.996202Z",2402,"menkeu dan direktur bi periksa Bung","",15.211,"sarkastik","2025-05-17T14:40:25.996202Z"
614,"1","2025-05-17T14:40:37.343575Z",2403,"selama UU perampasan aset tidak disahkan yo percuma...","",10.505,"tidak sarkastik","2025-05-17T14:40:37.343575Z"
615,"1","2025-05-17T14:40:50.093093Z",2404,"Berita korupsi sejibunnn... penonton herann kok gk ad yg ketangkep.. astaghfirullah😞😞","",11.785,"sarkastik","2025-05-17T14:40:50.093093Z"
616,"1","2025-05-17T14:41:38.968663Z",2405,"ketangkep kok bu kan belum di proses berkas perkara ke kejaksaan jd mungkin satu satu nunggu giliran soalnya bnyk bgt kan yg korup ud kek ngantri dipuskesmas tuh","",48.003,"sarkastik","2025-05-17T14:41:38.968663Z"
617,"1","2025-05-17T14:41:57.652416Z",2406,"Di berita panass, di hukum gajelass, rakyat mikir stress, negara konoha emng ga pernah beress","",17.79,"sarkastik","2025-05-17T14:41:57.652416Z"
618,"1","2025-05-17T14:42:30.144834Z",2407,"yg timah nyata nya ada berita nya hukuman nya jadi 20 tahun si havey moeis","",31.523,"tidak sarkastik","2025-05-17T14:42:30.144834Z"
619,"1","2025-05-17T14:42:42.129368Z",2408,"oon","",11.012,"tidak sarkastik","2025-05-17T14:42:42.129368Z"
620,"1","2025-05-17T14:43:09.206689Z",2409,"2.000 x 100 orang = 200 ribu","",25.941,"tidak sarkastik","2025-05-17T14:43:09.206689Z"
621,"1","2025-05-17T14:43:22.242427Z",2410,"kang parkir enak banget, yang tua tua aja masih mau ngojol","",12.039,"sarkastik","2025-05-17T14:43:22.242427Z"
622,"1","2025-05-17T14:43:34.621494Z",2411,"Tapi kasiannn 🥺🥺","",11.474,"tidak sarkastik","2025-05-17T14:43:34.621494Z"
623,"1","2025-05-17T14:43:43.720519Z",2412,"lu doang","",8.122,"tidak sarkastik","2025-05-17T14:43:43.720519Z"
624,"1","2025-05-17T14:44:00.087935Z",2413,"Tukang parkir jadi profesi,sehari 100rb.daripada capek kerja","",15.495,"tidak sarkastik","2025-05-17T14:44:00.087935Z"
625,"1","2025-05-17T14:44:18.151178Z",2414,"walaupun liar tapi dia tetep ngebantu loo🥲","",17.142,"tidak sarkastik","2025-05-17T14:44:18.151178Z"
626,"1","2025-05-17T14:44:28.251907Z",2415,"ini dia tukang parkirnya","",9.182,"sarkastik","2025-05-17T14:44:28.251907Z"
627,"1","2025-05-17T14:44:43.980566Z",2416,"puskesmas di daerahku juga gitu, bayar parkirnya 2rb, ada sepeda motor 50 lebih setiap hari, bahkan kalo lagi rame bisa nyampe 100 sepeda motor, 2rb × 100 = 200rb, 200 × 30 = 6.000.000
anjayyyy banyak bet, ngalah""in UMR","",14.743,"tidak sarkastik","2025-05-17T14:44:43.980566Z"
628,"1","2025-05-17T14:45:10.128745Z",2417,"kalian belum tahu tukang parkir itu hanya karyawan yg di pekerjakan oleh bos oknum aparat yg megang daerah tersebut, di kali banyaknya karyawan yg di tempatkan untuk jaga parkir sehari bersih 3 JT lo kalo rame","",25.262,"tidak sarkastik","2025-05-17T14:45:10.128745Z"
629,"1","2025-05-17T14:45:27.012158Z",2418,"2000 ga akan membuat mu miskin","",15.861,"sarkastik","2025-05-17T14:45:27.012158Z"
630,"1","2025-05-17T14:45:49.140879Z",2419,"Tukang parkir juga buat sekedar dia makan itu dia juga setoran shay😭 kadang ga dpt duit cuma buat setoran doang kadang nombok boro2 mau kaya buat makan sekali sehari aja udah sukur","",21.306,"tidak sarkastik","2025-05-17T14:45:49.140879Z"
631,"1","2025-05-17T14:46:16.202565Z",2420,"ya kan objekan parkir banyak, cari ruko mana kek, kalo alfa kan sudah jelas tag line nya parkir gratis dah dikasih pengeras suara juga jadi apa yang mau dibayar 😂😂","",25.931,"tidak sarkastik","2025-05-17T14:46:16.202565Z"
632,"1","2025-05-17T14:46:27.520992Z",2421,"ada yg komen ngebela kang parkirnya, tpi kocaknya dikira tukang parkir atau anak tukang parkirnya","",10.171,"tidak sarkastik","2025-05-17T14:46:27.520992Z"
633,"1","2025-05-17T14:46:35.201452Z",2422,"Abang Abangan setempat 😁","",6.874,"sarkastik","2025-05-17T14:46:35.201452Z"
634,"1","2025-05-17T14:46:41.582584Z",2423,"kasian bjir","",5.348,"tidak sarkastik","2025-05-17T14:46:41.582584Z"
635,"1","2025-05-17T14:47:04.418685Z",2424,"DEK MALAMG KUDU NGENE","",21.864,"tidak sarkastik","2025-05-17T14:47:04.418685Z"
636,"1","2025-05-17T14:47:22.241326Z",2425,"pake nanya gimana menurut kalian, yaa bagus lah. 🤣","",16.867,"tidak sarkastik","2025-05-17T14:47:22.241326Z"
637,"1","2025-05-17T14:47:31.962177Z",2426,"gue gapapa kalo permotor 500rp","",8.765,"sarkastik","2025-05-17T14:47:31.962177Z"
638,"1","2025-05-17T14:48:00.125232Z",2427,"lihat,ngga viral ngga ada yg nindak,lanjut scroll","",27.225,"sarkastik","2025-05-17T14:48:00.125232Z"
639,"1","2025-05-17T14:48:06.657900Z",2428,"Fakta..","",5.611,"tidak sarkastik","2025-05-17T14:48:06.657900Z"
640,"1","2025-05-17T14:48:24.884815Z",2429,"Tp dibilang te4baik","",17.378,"tidak sarkastik","2025-05-17T14:48:24.885035Z"
641,"1","2025-05-17T14:48:36.587601Z",2430,"Skrg kalian tahu kan kenapa asing gak mau investasi ke negara kita😁","",10.792,"sarkastik","2025-05-17T14:48:36.587601Z"
642,"1","2025-05-17T14:48:43.802358Z",2431,"ini negara apaan sihh 🗿","",6.271,"sarkastik","2025-05-17T14:48:43.802358Z"
643,"1","2025-05-17T14:48:59.233899Z",2432,"hasil selama 10 tahun di pimpin Mulyono","",14.638,"sarkastik","2025-05-17T14:48:59.233899Z"
644,"1","2025-05-17T14:49:06.150794Z",2433,"anjay BI aja ikutan, menyala Indonesia-ku ☺️🔥🔥🔥","",6.103,"sarkastik","2025-05-17T14:49:06.150794Z"
645,"1","2025-05-17T14:49:11.850138Z",2434,"ini negara apasi?","",4.751,"sarkastik","2025-05-17T14:49:11.850138Z"
646,"1","2025-05-17T14:49:18.881711Z",2435,"adakah yang masih bersih di negara ini ???","",6.1,"sarkastik","2025-05-17T14:49:18.881711Z"
647,"1","2025-05-17T14:49:28.680678Z",2436,"""Katanya menjaga stabilitas ekonomi, tapi kok yang stabil justru rekening pribadi?""","",8.845,"sarkastik","2025-05-17T14:49:28.680678Z"
648,"1","2025-05-17T14:49:34.978744Z",2437,"ditunggu babak baru👍👍👍","",5.274,"sarkastik","2025-05-17T14:49:34.978744Z"
649,"1","2025-05-17T14:50:08.729824Z",2438,"harga mas hari ini trtinggi spnjang masa","",32.799,"tidak sarkastik","2025-05-17T14:50:08.729824Z"
650,"1","2025-05-17T14:50:21.024480Z",2439,"HARGA MIE AYAM NAIK MULU ANJIR, KEMARIN 7K UDAH DAPET, SEKARANG HARUS 10K 😭","",11.399,"sarkastik","2025-05-17T14:50:21.024480Z"
651,"1","2025-05-17T14:50:29.840923Z",2440,"masaa nanti mie ayam 25rb daging nya secuil doang😭","",7.955,"sarkastik","2025-05-17T14:50:29.840923Z"
652,"1","2025-05-17T14:51:38.650792Z",2441,"jangan beli barang impor,cinta produk lokal","",67.964,"tidak sarkastik","2025-05-17T14:51:38.650792Z"
653,"1","2025-05-17T14:52:08.909598Z",2442,"bjir pantes harga mas persuku 11jt jir🗿","",29.399,"tidak sarkastik","2025-05-17T14:52:08.909598Z"
654,"1","2025-05-17T14:52:15.294088Z",2443,"hapus dolar dari Indonesia 🥵","",5.446,"sarkastik","2025-05-17T14:52:15.294088Z"
655,"1","2025-05-17T14:52:24.188854Z",2444,"udah ketebak sih komen nya","",7.88,"sarkastik","2025-05-17T14:52:24.188854Z"
656,"1","2025-05-17T14:52:34.375078Z",2445,"capek banget tinggal di negara konoha..","",9.217,"sarkastik","2025-05-17T14:52:34.375078Z"
657,"1","2025-05-17T14:52:42.639744Z",2446,"ya Allah pengen kerja di jepang pengen ke jepangg","",7.333,"tidak sarkastik","2025-05-17T14:52:42.639744Z"
658,"1","2025-05-17T14:52:49.352544Z",2447,"Menuju Indonesia Akhir Zaman
amin😇","",5.797,"sarkastik","2025-05-17T14:52:49.352544Z"
659,"1","2025-05-17T14:53:02.538538Z",2448,"saatnya kita berprodak dngan barang lokal. demi menguatkan rupiah kita","",12.268,"tidak sarkastik","2025-05-17T14:53:02.538538Z"
660,"1","2025-05-17T14:53:09.289928Z",2449,"ketoprak🤤","",5.996,"sarkastik","2025-05-17T14:53:09.289928Z"
661,"1","2025-05-17T14:53:47.295554Z",2450,"Bulan januari harga mas 1.800
Skrang bulan april tembus 1.900","",37.103,"tidak sarkastik","2025-05-17T14:53:47.295554Z"
662,"1","2025-05-17T14:54:21.979033Z",2451,"Donal bebek emnag dri dlu gk mau kalah","",33.717,"sarkastik","2025-05-17T14:54:21.979033Z"
663,"1","2025-05-17T14:54:28.444869Z",2452,"😂😂lawak menyalahi trump😂😂","",5.566,"sarkastik","2025-05-17T14:54:28.444869Z"
664,"1","2025-05-17T14:54:42.610279Z",2453,"AS lawan cina, dia titip label nama rusia untuk produknya masuk KE cina. AS lawan asean , dia titip label singapura untuk produknya masuk KE asean.u","",13.202,"tidak sarkastik","2025-05-17T14:54:42.610279Z"
665,"1","2025-05-17T14:54:49.292305Z",2454,"pemerintah liat gni, ketawa"" 😂","",5.777,"sarkastik","2025-05-17T14:54:49.292305Z"
666,"1","2025-05-17T14:55:02.805232Z",2455,"🤣☝","",12.706,"tidak sarkastik","2025-05-17T14:55:02.805232Z"
667,"1","2025-05-17T14:55:12.556856Z",2456,"bisa g ci bibirnya biasa aja🙂","",8.723,"sarkastik","2025-05-17T14:55:12.556856Z"
668,"1","2025-05-17T14:55:22.455994Z",2457,"apa sehhhhh😑","",8.618,"tidak sarkastik","2025-05-17T14:55:22.455994Z"
669,"1","2025-05-17T14:55:33.454297Z",2458,"mampu ko awok","",10.192,"tidak sarkastik","2025-05-17T14:55:33.454297Z"
670,"1","2025-05-17T14:55:59.100194Z",2459,"emng ad yg iri ma lu bg-??","",24.717,"sarkastik","2025-05-17T14:55:59.100194Z"
671,"1","2025-05-17T14:56:12.317824Z",2460,"pengen sih bersaing tpi saingan sy tidak selevel sama anda.","",12.295,"sarkastik","2025-05-17T14:56:12.317824Z"
672,"1","2025-05-17T14:56:21.744887Z",2461,"jgn manyun ke sekali ajj aduhh cape gue liat nya","",8.474,"sarkastik","2025-05-17T14:56:21.744887Z"
673,"1","2025-05-17T14:56:43.927530Z",2462,"niii orng apaan si anj","",21.252,"sarkastik","2025-05-17T14:56:43.927530Z"
674,"1","2025-05-17T14:56:54.558629Z",2463,"GAUSA MANYUN' POO YU BAYU","",9.61,"sarkastik","2025-05-17T14:56:54.558629Z"
675,"1","2025-05-17T14:57:01.160262Z",2464,"jdi takut","",5.638,"sarkastik","2025-05-17T14:57:01.160262Z"
676,"1","2025-05-17T14:57:47.889423Z",2465,"cri"" g sdr dri","",45.637,"sarkastik","2025-05-17T14:57:47.889423Z"
677,"1","2025-05-17T14:58:00.251996Z",2466,"moto ne kiyer siji ndes","",11.387,"sarkastik","2025-05-17T14:58:00.251996Z"
678,"1","2025-05-17T14:58:26.915353Z",2467,"terlalu PD tidak baik ya kawan wkwk","",25.632,"sarkastik","2025-05-17T14:58:26.915353Z"
679,"1","2025-05-17T14:58:33.048800Z",2468,"pantes d hujat. wakakakak","",5.162,"sarkastik","2025-05-17T14:58:33.048800Z"
680,"1","2025-05-17T14:58:43.815772Z",2469,"mngjlk","",9.872,"tidak sarkastik","2025-05-17T14:58:43.815772Z"
681,"1","2025-05-17T14:58:53.130274Z",2470,"di tik tok ayena mah loba nugelo euy,contoh na mnh 🥺","",8.355,"sarkastik","2025-05-17T14:58:53.130274Z"
682,"1","2025-05-17T14:59:01.897020Z",2471,"vibes angkot dpt bget","",7.7,"sarkastik","2025-05-17T14:59:01.897020Z"
683,"1","2025-05-17T14:59:14.545444Z",2472,"Tampa Nyaingi aku wes Melambung jauh mas ro sampean 🗿😎","",11.743,"sarkastik","2025-05-17T14:59:14.545444Z"
684,"1","2025-05-17T14:59:29.377892Z",2473,"rai ra sepiro gayane ra eleng donyo😬","",13.81,"sarkastik","2025-05-17T14:59:29.377892Z"
685,"1","2025-05-17T15:00:16.870617Z",2474,"bahkan efek pun tidak merubah nya 😇🙏","",46.494,"sarkastik","2025-05-17T15:00:16.870617Z"
686,"1","2025-05-17T15:00:22.433908Z",2475,"lah merasa ganteng?","",4.758,"sarkastik","2025-05-17T15:00:22.433908Z"
687,"1","2025-05-17T15:00:29.002987Z",2476,"bayu jgn gitu,horor vibes soalnya","",5.512,"sarkastik","2025-05-17T15:00:29.002987Z"
688,"1","2025-05-17T15:00:35.268894Z",2477,"si paling manyun😱","",5.329,"sarkastik","2025-05-17T15:00:35.268894Z"
689,"1","2025-05-17T15:00:43.917502Z",2478,"jgn lupa manyun ny bund😘","",7.598,"sarkastik","2025-05-17T15:00:43.917502Z"
690,"1","2025-05-17T15:00:51.868202Z",2479,"berawal dari mulyono","",7.01,"sarkastik","2025-05-17T15:00:51.868202Z"
691,"1","2025-05-17T15:00:58.397721Z",2480,"semua di acak2 mulyono...","",5.589,"sarkastik","2025-05-17T15:00:58.397721Z"
